"NUM POLICE

4040";CODE AVENANT;TYPE AVENANT;DATE AVENANT
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_179;02/07/2018
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_165;05/07/2017
000000000643237;A;0_100;02/02/2017
000000000643237;A;0_96;27/03/2017
000000000643237;A;0_96;27/03/2017
000000000643237;A;0_96;27/03/2017
000000000643237;A;0_81;25/02/2016
000000000643237;A;0_77;14/12/2015
000000000643237;A;0_77;14/12/2015
000000000643237;A;0_80;04/02/2016
000000000643237;A;0_63;02/02/2015
000000000643237;A;0_55;28/12/2014
000000000643386;Q;3_0;01/01/2020
000000000643398;Q;0_2;11/03/2017
000000000643427;Q;0_0;12/03/2015
000000000643614;Q;3_1;13/03/2020
000000000643694;Q;1_0;13/03/2015
000000000643818;Q;2_1;14/03/2017
000000000643873;R;1_2;25/10/2017
000000000643909;Q;2_0;15/03/2020
000000000643909;Q;1_1;15/03/2019
000000000643909;Q;0_2;15/03/2017
000000000643973;R;1_3;17/03/2018
000000000643973;Q;1_2;17/03/2017
000000000643973;Q;1_2;17/03/2017
000000000644154;Q;0_1;18/03/2016
000000000644197;A;1_3;18/03/2018
000000000644201;Q;7_1;01/01/2022
000000000644409;Q;2_1;19/03/2020
000000000644430;A;0_0;20/03/2014
000000000644521;Q;5_3;21/03/2022
000000000644658;Q;0_0;22/03/2015
000000000644979;Q;0_1;25/03/2016
000000000645002;Q;0_1;10/03/2016
000000000645228;Q;0_0;28/03/2015
000000000645287;T;1_1;27/03/2016
000000000645449;A;2_3;04/03/2018
000000000645453;Q;0_2;29/03/2017
000000000645576;A;0_100;04/02/2022
000000000645576;A;0_69;01/01/2020
000000000645576;A;0_64;01/03/2018
000000000645576;A;0_64;01/03/2018
000000000645576;A;0_55;27/03/2018
000000000645576;A;0_55;27/03/2018
000000000645576;A;0_55;27/03/2018
000000000645576;A;0_24;09/04/2017
000000000645576;A;0_8;01/01/2016
000000000645744;Q;2_0;01/04/2015
000000000645876;Q;0_1;31/03/2016
000000000645953;A;0_41;17/01/2016
000000000645953;A;0_11;01/01/2015
000000000645953;A;0_2;26/06/2014
000000000646020;Q;4_1;03/04/2021
000000000646640;Q;0_0;06/04/2015
000000000646640;Q;0_0;06/04/2015
000000000646748;Q;0_1;08/04/2016
000000000646925;A;1_1;07/04/2019
000000000647011;Q;4_1;09/04/2021
000000000647386;R;0_1;11/04/2016
000000000647528;Q;2_2;14/04/2021
000000000647935;A;1_1;19/07/2017
000000000648046;Q;0_2;18/04/2017
000000000648324;A;1_1;19/04/2019
000000000648326;Q;3_0;20/04/2019
000000000648326;A;1_3;19/04/2018
000000000648326;Q;1_2;20/04/2017
000000000648326;Q;1_1;20/04/2016
000000000648326;Q;1_1;20/04/2016
000000000648361;A;0_0;26/09/2014
000000000648412;E;0_0;21/04/2014
000000000648443;E;2_4;01/04/2022
000000000648443;Q;2_3;11/04/2022
000000000648443;Q;2_3;11/04/2022
000000000648443;A;1_1;10/04/2019
000000000648443;A;0_3;10/04/2018
000000000648443;Q;0_2;11/04/2017
000000000648443;Q;0_2;11/04/2017
000000000648443;Q;0_2;11/04/2017
000000000648443;Q;0_2;11/04/2017
000000000648443;Q;0_1;11/04/2016
000000000648484;Q;0_1;22/04/2016
000000000648484;Q;0_1;22/04/2016
000000000648490;Q;0_1;21/04/2016
000000000648559;A;2_1;21/04/2019
000000000648678;A;2_1;22/04/2019
000000000649106;A;0_0;07/02/2015
000000000649305;A;0_18;01/01/2019
000000000649305;A;0_14;07/01/2018
000000000649305;A;0_15;08/01/2018
000000000649305;A;0_11;01/01/2017
000000000649305;A;0_8;15/05/2016
000000000649528;E;0_120;01/01/2022
000000000649528;A;0_65;01/01/2018
000000000649528;Q;0_63;01/01/2017
000000000649528;A;0_37;15/05/2016
000000000649544;A;0_3;28/04/2018
000000000649544;Q;0_2;29/04/2017
000000000649544;Q;0_2;29/04/2017
000000000649756;Q;1_0;30/04/2016
000000000649756;Q;0_0;30/04/2015
000000000649957;Q;0_2;01/05/2017
000000000649994;A;2_1;01/05/2019
000000000649994;A;2_1;01/05/2019
000000000650082;Q;2_1;03/05/2020
000000000650090;Q;5_1;03/05/2020
000000000650115;Q;1_3;02/11/2018
000000000650204;A;1_1;05/05/2019
000000000650204;A;1_1;05/05/2019
000000000650308;Q;1_1;05/05/2017
000000000650589;A;0_3;05/05/2018
000000000650622;A;0_3;31/12/2017
000000000650622;Q;0_2;01/01/2017
000000000651011;A;1_0;07/05/2018
000000000651069;E;0_0;08/05/2014
000000000651429;A;2_1;11/05/2019
000000000651496;Q;7_1;07/11/2021
000000000651566;Q;0_0;21/10/2014
000000000651684;Q;3_0;13/05/2020
000000000651693;A;2_1;12/05/2016
000000000651725;Q;4_1;13/05/2021
000000000651986;A;1_3;15/05/2018
000000000652016;A;1_1;14/05/2019
000000000652112;R;0_2;15/05/2017
000000000652112;Q;0_1;15/05/2016
000000000652157;Q;0_0;16/05/2015
000000000652629;Q;0_0;20/05/2015
000000000652832;Q;1_0;08/05/2017
000000000653271;A;0_3;26/05/2018
000000000653286;Q;3_0;26/05/2016
000000000653534;A;1_2;26/05/2018
000000000653566;A;1_1;27/05/2019
000000000653747;A;0_3;28/05/2018
000000000653773;Q;0_1;29/05/2016
000000000653946;Q;1_1;29/05/2019
000000000654089;A;4_0;29/05/2018
000000000654099;Q;2_1;30/05/2016
000000000654099;A;0_0;30/05/2014
000000000654112;Q;6_2;31/05/2021
000000000654374;A;1_3;02/06/2018
000000000655287;A;2_1;10/09/2019
000000000655872;Q;0_1;13/06/2016
000000000655897;Q;0_1;14/06/2016
000000000655969;A;1_1;12/06/2019
000000000656018;A;0_75;25/05/2016
000000000656018;A;0_34;21/04/2016
000000000656018;A;0_39;19/05/2016
000000000656018;A;0_14;26/05/2015
000000000656094;A;6_1;06/06/2020
000000000656107;E;0_0;17/06/2014
000000000656181;R;3_1;17/06/2021
000000000656203;R;0_2;21/02/2017
000000000656364;A;1_1;16/06/2019
000000000656460;Q;1_0;19/06/2015
000000000656692;A;1_1;19/06/2019
000000000656957;E;0_0;23/06/2014
000000000657103;Q;5_0;24/06/2022
000000000657103;A;1_0;23/06/2018
000000000657216;Q;5_0;01/01/2020
000000000657216;A;0_3;31/12/2017
000000000657216;A;0_3;31/12/2017
000000000657223;Q;4_0;01/01/2020
000000000657237;Q;0_2;26/06/2017
000000000657318;A;1_3;26/06/2018
000000000657363;R;3_2;26/06/2021
000000000657363;Q;3_1;26/06/2020
000000000657363;Q;1_1;26/06/2016
000000000657363;A;0_0;25/06/2015
000000000657363;A;0_0;25/06/2015
000000000657363;A;0_0;25/06/2015
000000000657496;R;0_1;07/04/2016
000000000657538;Q;2_3;27/06/2022
000000000658261;Q;5_1;02/07/2021
000000000658925;Q;0_2;09/07/2017
000000000658990;A;2_1;31/12/2018
000000000658990;Q;1_1;01/01/2017
000000000659153;T;1_2;09/07/2017
000000000659188;Q;1_2;28/06/2017
000000000659292;Q;2_2;13/07/2021
000000000659308;A;2_2;10/07/2018
000000000659839;A;0_3;15/07/2018
000000000659839;Q;0_2;16/07/2017
000000000659839;Q;0_2;16/07/2017
000000000659839;Q;0_2;16/07/2017
000000000659839;Q;0_1;16/07/2016
000000000659839;Q;0_0;16/07/2015
000000000659978;Q;3_1;17/07/2020
000000000659978;Q;3_1;17/07/2020
000000000659978;A;2_1;16/07/2019
000000000659978;Q;1_0;17/07/2015
000000000659978;Q;1_0;17/07/2015
000000000659978;Q;1_0;17/07/2015
000000000660028;Q;4_2;18/07/2021
000000000660284;Q;0_0;21/07/2015
000000000660286;Q;2_2;01/01/2021
000000000660376;E;0_0;22/07/2014
000000000660562;R;7_1;05/01/2021
000000000660573;Q;0_1;23/07/2016
000000000660669;E;0_0;24/07/2014
000000000660998;Q;0_1;25/07/2016
000000000661067;A;1_1;23/07/2019
000000000661338;Q;0_1;30/07/2016
000000000661706;E;2_4;01/08/2021
000000000662020;Q;0_1;05/08/2016
000000000662272;Q;3_1;06/08/2020
000000000662471;A;1_1;06/08/2019
000000000662481;Q;1_0;09/08/2015
000000000662499;Q;0_2;07/08/2017
000000000662550;A;0_3;07/08/2018
000000000662720;A;1_1;14/07/2019
000000000662788;Q;0_0;08/08/2015
000000000662948;A;2_1;11/08/2019
000000000662977;R;0_1;12/08/2016
000000000662996;Q;0_0;12/08/2015
000000000662998;A;2_3;10/08/2018
000000000662998;Q;2_1;11/08/2016
000000000663014;A;2_1;10/08/2019
000000000663033;Q;1_2;11/08/2017
000000000663033;Q;1_2;11/08/2017
000000000663033;Q;1_0;11/08/2015
000000000663298;Q;0_1;14/08/2016
000000000663423;A;0_0;22/08/2014
000000000663710;Q;5_1;19/08/2020
000000000663790;Q;3_1;19/08/2021
000000000663840;Q;3_1;20/08/2020
000000000663840;A;2_1;19/08/2019
000000000663840;Q;0_0;20/08/2015
000000000663840;Q;0_0;20/08/2015
000000000663845;Q;0_0;20/08/2015
000000000663865;Q;0_1;20/08/2016
000000000663948;Q;0_0;20/08/2015
000000000663948;Q;0_0;20/08/2015
000000000663975;R;0_1;21/08/2016
000000000663975;Q;0_0;21/08/2015
000000000663975;Q;0_0;21/08/2015
000000000664708;A;0_3;27/08/2018
000000000665062;Q;4_1;01/09/2021
000000000665189;A;1_1;01/09/2018
000000000665420;A;2_3;03/09/2018
000000000665492;Q;1_2;07/09/2017
000000000665495;Q;1_0;04/09/2015
000000000665563;Q;0_2;04/09/2017
000000000665681;Q;1_2;19/08/2017
000000000665681;Q;1_0;19/08/2015
000000000665681;Q;1_0;19/08/2015
000000000665792;Q;0_1;07/09/2016
000000000665867;Q;0_2;08/09/2017
000000000666005;Q;1_0;10/09/2018
000000000666035;E;1_0;14/11/2014
000000000666077;Q;3_2;01/01/2022
000000000666077;A;2_1;31/12/2019
000000000666185;Q;0_2;10/09/2017
000000000666237;Q;0_0;10/09/2015
000000000666333;A;2_3;10/09/2018
000000000666333;Q;2_1;11/09/2016
000000000666527;E;0_0;12/09/2014
000000000666554;Q;2_0;12/09/2015
000000000666611;Q;0_2;17/09/2017
000000000667147;Q;0_2;08/09/2017
000000000667354;A;4_1;05/08/2019
000000000667401;Q;1_1;22/09/2019
000000000667592;E;0_0;23/09/2014
000000000667642;Q;3_1;01/02/2020
000000000667642;A;1_3;31/01/2018
000000000667753;A;0_0;24/09/2014
000000000667818;Q;0_0;24/09/2015
000000000667818;Q;0_0;24/09/2015
000000000668018;Q;0_0;25/09/2015
000000000668393;Q;0_2;27/09/2017
000000000668717;R;2_3;26/09/2021
000000000668718;Q;0_1;01/03/2016
000000000668819;A;1_1;30/09/2019
000000000668819;A;0_3;30/09/2018
000000000668918;A;1_1;30/09/2019
000000000668999;Q;0_2;03/10/2017
000000000669099;Q;1_2;02/10/2017
000000000669124;Q;2_2;02/10/2021
000000000669127;Q;0_3;02/10/2018
000000000669218;Q;0_1;03/09/2016
000000000669356;Q;0_2;06/10/2017
000000000669432;Q;1_1;07/10/2016
000000000669625;Q;4_0;09/10/2020
000000000669710;Q;4_2;09/10/2021
000000000669710;Q;4_2;09/10/2021
000000000670034;A;1_3;10/10/2018
000000000670134;Q;2_0;13/10/2015
000000000670373;Q;2_1;14/10/2020
000000000670383;E;0_0;15/10/2014
000000000670525;A;0_3;14/09/2018
000000000670525;A;0_3;14/09/2018
000000000670549;R;0_4;16/10/2019
000000000670673;Q;1_2;19/10/2017
000000000670687;Q;3_1;17/10/2021
000000000671104;R;4_1;10/12/2019
000000000671153;Q;0_0;22/10/2015
000000000671246;A;1_3;31/12/2017
000000000671367;E;4_2;01/04/2022
000000000671367;A;3_1;22/04/2020
000000000671367;A;3_1;22/04/2020
000000000671367;Q;3_0;23/04/2019
000000000671367;A;1_1;22/10/2016
000000000671367;A;1_1;22/10/2016
000000000671367;A;1_1;22/10/2016
000000000671567;Q;2_1;25/10/2016
000000000671607;A;0_2;18/12/2016
000000000671607;Q;0_0;24/10/2015
000000000671791;Q;0_0;28/10/2015
000000000672308;Q;4_0;31/10/2016
000000000672729;E;3_2;01/11/2021
000000000672729;E;3_2;01/11/2021
000000000672729;A;1_1;04/11/2019
000000000672729;A;0_3;04/11/2018
000000000672729;A;0_3;04/11/2018
000000000672729;Q;0_1;05/11/2016
000000000673067;Q;4_1;01/01/2020
000000000673211;Q;0_1;10/11/2016
000000000673270;A;0_4;09/11/2019
000000000673340;Q;0_0;10/11/2015
000000000673368;E;2_3;01/11/2021
000000000673368;Q;2_2;12/11/2021
000000000673368;Q;0_1;12/11/2016
000000000673368;Q;0_0;12/11/2015
000000000673549;A;0_3;11/11/2018
000000000673549;A;0_3;11/11/2018
000000000673549;Q;0_2;12/11/2017
000000000673549;Q;0_1;12/11/2016
000000000673549;Q;0_0;12/11/2015
000000000673710;Q;4_0;13/11/2019
000000000673761;A;1_3;12/11/2018
000000000673761;Q;1_2;13/11/2017
000000000673761;Q;1_1;13/11/2016
000000000673773;A;2_2;12/11/2018
000000000673773;A;1_1;12/11/2016
000000000673773;A;1_1;12/11/2016
000000000673774;Q;0_2;06/10/2017
000000000673871;R;1_0;13/11/2015
000000000673895;Q;2_1;14/11/2020
000000000674211;Q;5_0;18/11/2020
000000000674214;Q;6_0;18/11/2021
000000000674301;R;0_2;03/07/2017
000000000674636;R;1_0;20/11/2016
000000000674807;Q;3_1;22/11/2017
000000000675047;Q;0_0;25/11/2015
000000000675302;A;0_3;25/11/2018
000000000675377;Q;1_0;27/11/2015
000000000676037;A;1_2;01/12/2019
000000000676219;Q;0_2;05/01/2017
000000000676305;A;1_2;03/12/2017
000000000676432;E;2_3;01/12/2021
000000000676432;Q;2_2;04/12/2021
000000000676432;A;1_2;03/12/2019
000000000676432;A;0_2;03/12/2017
000000000676593;A;1_2;01/12/2019
000000000676593;A;1_2;01/12/2019
000000000676593;A;0_2;01/12/2017
000000000676593;A;0_2;01/12/2017
000000000676593;A;0_2;01/12/2017
000000000676593;Q;0_0;02/12/2015
000000000676596;Q;3_1;05/12/2018
000000000676596;Q;2_0;05/12/2015
000000000677351;A;2_2;10/12/2019
000000000677609;Q;0_0;13/12/2015
000000000677686;R;2_1;15/12/2018
000000000677736;Q;0_0;15/12/2015
000000000677924;Q;1_1;05/11/2016
000000000677924;Q;1_0;05/11/2015
000000000678013;Q;0_0;17/12/2015
000000000678167;E;4_2;01/12/2021
000000000678167;E;4_2;01/12/2021
000000000678167;Q;4_1;18/12/2021
000000000678167;Q;4_1;18/12/2021
000000000678167;Q;4_1;18/12/2021
000000000678167;Q;4_0;18/12/2020
000000000678167;Q;4_0;18/12/2020
000000000678167;A;3_1;05/07/2020
000000000678167;A;2_2;17/12/2019
000000000678167;Q;2_1;18/12/2018
000000000678167;Q;2_1;18/12/2018
000000000678167;Q;2_1;18/12/2018
000000000678167;A;1_2;17/12/2017
000000000678254;Q;0_1;18/12/2016
000000000678494;Q;3_2;21/08/2021
000000000678499;A;0_309;01/01/2021
000000000678499;A;0_309;01/01/2021
000000000678499;A;0_247;02/01/2020
000000000678499;A;0_241;01/01/2020
000000000678499;A;0_241;01/01/2020
000000000678499;A;0_249;01/01/2020
000000000678499;A;0_173;01/01/2019
000000000678499;A;0_153;01/01/2019
000000000678499;A;0_33;01/01/2016
000000000678592;A;0_2;21/12/2017
000000000678628;Q;0_0;22/12/2015
000000000678657;Q;0_1;27/12/2016
000000000678913;R;3_1;24/12/2018
000000000678913;Q;1_1;24/12/2016
000000000678913;Q;1_1;24/12/2016
000000000678913;Q;1_0;24/12/2015
000000000679002;Q;1_1;25/12/2016
000000000679089;Q;1_1;25/12/2018
000000000679134;A;0_0;30/06/2015
000000000679298;Q;0_0;29/12/2015
000000000679319;Q;3_1;29/12/2020
000000000679319;A;1_0;28/12/2017
000000000679367;Q;1_0;01/01/2016
000000000679422;Q;3_2;29/12/2021
000000000679463;Q;2_1;29/12/2020
000000000679630;Q;5_1;30/12/2021
000000000679680;Q;0_1;01/01/2017
000000000679775;Q;0_1;01/01/2017
000000000679781;Q;3_1;01/01/2020
000000000679910;E;0_0;05/01/2015
000000000679958;Q;2_2;01/08/2021
000000000679958;A;1_1;31/07/2019
000000000679958;Q;1_0;01/08/2018
000000000679961;A;0_0;06/04/2015
000000000679982;Q;0_0;03/01/2016
000000000680103;Q;2_1;05/01/2020
000000000680142;A;5_0;07/01/2021
000000000680142;A;2_2;06/01/2018
000000000680161;E;0_0;06/01/2015
000000000680242;E;0_0;07/01/2015
000000000680538;Q;2_1;08/01/2020
000000000680596;Q;0_0;08/01/2016
000000000680871;Q;0_43;01/01/2021
000000000680957;A;0_2;12/01/2018
000000000681075;Q;5_0;13/01/2021
000000000681075;Q;0_1;13/01/2017
000000000681177;R;0_4;13/01/2020
000000000681280;A;3_0;15/01/2018
000000000681630;Q;3_1;17/01/2020
000000000681630;Q;3_1;17/01/2020
000000000681630;A;2_0;16/01/2019
000000000681630;Q;1_1;17/01/2017
000000000681630;Q;1_0;17/01/2016
000000000682166;Q;1_2;22/01/2021
000000000682251;A;0_2;22/01/2018
000000000682324;R;0_0;30/04/2015
000000000682426;Q;2_3;24/01/2022
000000000682426;Q;2_2;24/01/2021
000000000682466;A;1_6;02/01/2017
000000000682466;A;1_6;02/01/2017
000000000682466;A;1_1;18/03/2016
000000000682466;A;1_1;18/03/2016
000000000682466;A;0_7;27/02/2015
000000000682466;A;0_0;17/03/2015
000000000682466;A;0_23;05/06/2015
000000000682682;Q;1_1;28/01/2017
000000000682794;A;0_45;12/12/2017
000000000682794;A;0_45;12/12/2017
000000000682794;A;0_45;12/12/2017
000000000682794;A;0_8;30/11/2016
000000000682794;A;0_0;14/05/2015
000000000682898;A;1_1;02/03/2018
000000000683250;A;0_2;30/01/2018
000000000683283;Q;3_1;31/01/2021
000000000683510;A;2_1;02/02/2019
000000000683808;A;0_553;27/01/2021
000000000683808;A;0_553;27/01/2021
000000000683808;A;0_382;16/09/2018
000000000683808;A;0_401;07/06/2019
000000000683808;A;0_381;31/12/2017
000000000683808;A;0_381;31/12/2017
000000000683808;A;0_381;31/12/2017
000000000683808;A;0_381;31/12/2017
000000000683808;A;0_201;01/01/2018
000000000683808;A;0_266;17/09/2018
000000000683808;A;0_25;13/04/2017
000000000683808;A;0_25;13/04/2017
000000000683808;A;0_8;01/01/2016
000000000683808;A;0_8;01/01/2016
000000000683808;A;0_8;01/01/2016
000000000683808;A;0_8;01/01/2016
000000000683808;A;0_0;01/01/2015
000000000683863;R;0_0;22/04/2015
000000000684080;Q;4_1;06/02/2020
000000000684227;A;0_54;12/03/2020
000000000684506;A;1_1;12/02/2019
000000000684842;Q;2_1;01/01/2020
000000000684849;E;5_0;12/02/2022
000000000684849;Q;4_2;12/02/2022
000000000684849;Q;4_2;12/02/2022
000000000684942;A;1_0;11/02/2017
000000000684942;A;1_0;11/02/2017
000000000684942;Q;0_0;12/02/2016
000000000685006;Q;0_0;12/02/2016
000000000685506;E;0_309;01/01/2022
000000000685506;Q;0_308;01/01/2022
000000000685506;Q;0_308;01/01/2022
000000000685506;Q;0_307;01/01/2021
000000000685506;Q;0_307;01/01/2021
000000000685506;Q;0_307;01/01/2021
000000000685506;Q;0_307;01/01/2021
000000000685506;Q;0_307;01/01/2021
000000000685506;A;0_302;01/01/2019
000000000685506;A;0_302;01/01/2019
000000000685506;A;0_302;01/01/2019
000000000685506;A;0_302;01/01/2019
000000000685506;A;0_302;01/01/2019
000000000685506;A;0_298;01/01/2018
000000000685506;A;0_298;01/01/2018
000000000685506;A;0_156;01/01/2018
000000000685506;A;0_156;01/01/2018
000000000685506;A;0_2;14/12/2016
000000000685506;A;0_2;14/12/2016
000000000685506;A;0_2;14/12/2016
000000000685506;A;0_2;14/12/2016
000000000685506;A;0_2;14/12/2016
000000000685506;Q;0_1;01/01/2017
000000000685506;Q;0_1;01/01/2017
000000000685506;Q;0_1;01/01/2017
000000000685506;Q;0_1;01/01/2017
000000000685506;Q;0_1;01/01/2017
000000000685606;Q;0_1;18/02/2017
000000000685623;A;0_461;01/01/2022
000000000685623;A;0_461;01/01/2022
000000000685623;A;0_461;01/01/2022
000000000685623;A;0_458;01/01/2021
000000000685623;A;0_458;01/01/2021
000000000685623;A;0_458;01/01/2021
000000000685623;A;0_458;01/01/2021
000000000685623;A;0_458;01/01/2021
000000000685623;Q;0_457;01/01/2021
000000000685623;Q;0_457;01/01/2021
000000000685623;Q;0_457;01/01/2021
000000000685623;Q;0_457;01/01/2021
000000000685623;Q;0_457;01/01/2021
000000000685623;Q;0_455;01/01/2020
000000000685623;Q;0_455;01/01/2020
000000000685623;Q;0_455;01/01/2020
000000000685623;Q;0_455;01/01/2020
000000000685623;Q;0_455;01/01/2020
000000000685623;A;0_377;01/01/2018
000000000685623;A;0_274;01/01/2018
000000000685623;A;0_274;01/01/2018
000000000685623;A;0_274;01/01/2018
000000000685623;A;0_274;01/01/2018
000000000685623;A;0_274;01/01/2018
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_93;31/12/2017
000000000685623;A;0_90;05/01/2015
000000000685623;A;0_90;05/01/2015
000000000685623;A;0_90;05/01/2015
000000000685623;A;0_90;05/01/2015
000000000685623;A;0_90;05/01/2015
000000000685623;Q;0_89;01/01/2016
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685623;A;0_0;19/02/2015
000000000685744;A;0_5;19/07/2016
000000000685744;A;0_5;19/07/2016
000000000685889;Q;4_2;20/02/2021
000000000686530;Q;0_1;27/02/2017
000000000686552;A;2_1;26/02/2019
000000000686552;A;1_2;26/02/2018
000000000686552;Q;1_1;27/02/2017
000000000686552;Q;1_0;27/02/2016
000000000686552;Q;1_0;27/02/2016
000000000686552;Q;1_0;27/02/2016
000000000686868;Q;0_0;03/03/2016
000000000686879;A;1_1;23/02/2019
000000000686889;Q;2_2;02/03/2021
000000000686911;Q;2_2;03/03/2019
000000000686974;A;2_1;02/03/2019
000000000687018;Q;5_1;04/03/2021
000000000687151;R;2_1;04/03/2020
000000000687151;R;2_1;04/03/2020
000000000687151;R;2_1;04/03/2020
000000000687151;R;2_1;04/03/2020
000000000687151;A;1_3;03/03/2019
000000000687151;A;1_3;03/03/2019
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_2;04/03/2018
000000000687151;Q;1_1;04/03/2017
000000000687174;A;1_1;03/03/2019
000000000687179;Q;4_0;05/03/2020
000000000687455;R;0_0;02/09/2015
000000000687576;Q;2_3;09/03/2022
000000000687691;A;0_2;09/03/2018
000000000687775;Q;2_1;10/03/2017
000000000687866;R;0_0;10/03/2016
000000000687878;Q;2_2;06/01/2021
000000000688015;A;0_121;01/01/2018
000000000688032;Q;5_1;11/03/2020
000000000688265;A;1_1;11/03/2019
000000000688276;Q;3_3;13/03/2022
000000000688469;A;0_3;16/03/2018
000000000688507;Q;3_1;14/03/2020
000000000688887;A;1_0;18/03/2018
000000000688927;Q;2_1;19/03/2020
000000000689001;A;0_116;25/12/2020
000000000689001;A;0_116;25/12/2020
000000000689001;A;0_116;25/12/2020
000000000689001;A;0_99;02/01/2020
000000000689001;A;0_105;02/01/2020
000000000689001;A;0_83;04/07/2019
000000000689001;A;0_77;10/01/2018
000000000689758;A;1_3;25/03/2019
000000000689896;Q;2_2;28/03/2021
000000000690264;A;0_385;01/01/2021
000000000690264;A;0_385;01/01/2021
000000000690264;A;0_288;08/02/2019
000000000690264;A;0_288;08/02/2019
000000000690264;A;0_89;01/01/2017
000000000690264;A;0_44;15/12/2015
000000000690264;A;0_44;15/12/2015
000000000690627;Q;0_1;02/04/2017
000000000690759;A;1_1;01/04/2019
000000000690994;Q;0_0;04/04/2016
000000000691052;A;1_1;04/10/2019
000000000691052;Q;0_2;05/10/2017
000000000691064;Q;1_1;06/04/2018
000000000691143;A;1_1;05/04/2019
000000000691773;E;0_0;10/04/2015
000000000691914;Q;5_2;14/04/2021
000000000691914;Q;0_0;14/04/2016
000000000692184;A;3_0;13/04/2019
000000000692184;A;1_2;13/04/2018
000000000692184;A;1_2;13/04/2018
000000000692278;Q;0_0;20/04/2016
000000000692363;Q;1_1;15/04/2017
000000000692672;R;2_1;17/04/2019
000000000693438;A;1_0;25/04/2019
000000000693615;A;1_0;07/04/2018
000000000693822;Q;1_1;27/04/2017
000000000693856;Q;0_1;28/04/2017
000000000693871;Q;4_1;28/04/2021
000000000694045;Q;2_1;29/04/2020
000000000694048;Q;1_0;29/04/2016
000000000694049;A;1_1;28/04/2018
000000000694275;Q;1_0;01/05/2017
000000000694596;R;0_2;06/11/2017
000000000694825;R;0_0;05/05/2016
000000000694841;Q;3_1;06/05/2020
000000000694841;Q;0_0;06/05/2016
000000000694869;A;1_0;05/05/2018
000000000694904;A;0_126;01/01/2020
000000000694904;A;0_88;18/12/2017
000000000694904;A;0_35;02/01/2016
000000000694904;A;0_33;02/01/2016
000000000695056;Q;0_0;06/05/2016
000000000695073;Q;5_1;01/01/2021
000000000695345;R;3_1;03/03/2021
000000000695435;A;0_20;28/09/2017
000000000695435;A;0_20;28/09/2017
000000000695435;A;0_19;27/09/2017
000000000695435;A;0_0;25/05/2015
000000000695435;A;0_0;25/05/2015
000000000695435;A;0_0;25/05/2015
000000000695463;A;1_0;13/05/2018
000000000695660;A;4_1;11/05/2022
000000000695660;Q;3_1;12/05/2020
000000000695660;A;2_1;11/05/2019
000000000695660;A;2_1;11/05/2019
000000000695660;A;2_1;11/05/2019
000000000695660;A;1_2;11/05/2018
000000000695660;A;1_2;11/05/2018
000000000695660;Q;1_1;12/05/2017
000000000695660;Q;1_1;12/05/2017
000000000695660;A;0_0;28/10/2015
000000000695702;A;0_2;14/05/2018
000000000695702;Q;0_0;15/05/2016
000000000695969;A;1_2;13/05/2018
000000000696660;R;4_1;19/05/2020
000000000696660;T;2_1;19/05/2019
000000000696660;T;2_1;19/05/2019
000000000696704;Q;4_1;20/05/2020
000000000696835;Q;0_0;22/05/2016
000000000696923;Q;1_0;21/05/2016
000000000697076;Q;0_1;22/05/2017
000000000697250;Q;0_1;25/05/2017
000000000697250;Q;0_1;25/05/2017
000000000697250;Q;0_1;25/05/2017
000000000697250;Q;0_1;25/05/2017
000000000697492;Q;1_0;28/05/2021
000000000697681;A;0_48;28/04/2017
000000000697681;A;0_48;28/04/2017
000000000697681;A;0_48;28/04/2017
000000000697681;A;0_19;06/08/2015
000000000697758;Q;0_1;27/05/2017
000000000698296;Q;0_0;30/05/2016
000000000698416;Q;2_2;01/06/2021
000000000698440;A;0_2;01/06/2018
000000000698696;Q;3_1;03/06/2017
000000000698776;A;2_1;02/06/2019
000000000698814;T;1_1;03/06/2018
000000000698833;Q;5_1;03/06/2022
000000000698833;Q;5_0;03/06/2021
000000000698833;Q;5_0;03/06/2021
000000000698833;Q;5_0;03/06/2021
000000000698833;Q;4_1;03/06/2020
000000000698833;A;2_1;02/06/2019
000000000698833;A;2_1;02/06/2019
000000000698833;A;1_2;21/07/2017
000000000698833;Q;1_1;03/06/2017
000000000698833;Q;1_0;03/06/2016
000000000698856;Q;0_0;04/06/2016
000000000698908;R;1_1;03/06/2017
000000000698908;Q;1_0;03/06/2016
